軍職專長,專長代碼,民間工作任務用語,職業類別,職業名稱,職業代碼,轉銜理由,必須證照,建議證照
掃布雷指揮官,AE71,"1.水域安全與作業管理
  1.1規劃水域安全與環境管理流程。
  1.2建立作業標準與執行機制。
  1.3確保整體水域運作穩定。
2.組織運作與資源配置
  2.1管理人力、訓練與資源配置。
  2.2優化部門運作效率。
  2.3強化整體執行協同能力。
3.作業計畫與執行協調
  3.1制定並推動作業執行計畫。
  3.2協調跨單位執行流程。
  3.3提升整體執行品質與效率。",通俗職業未收錄依UCAN對應,水下遙控無人載具作業主管,,具備水下監測、聲納與定位技術，適合擔任至ROV作業主管，從事水下遙控無人載具任務規劃、操作與維護工作。,,建議參加海洋委員會國家海洋研究院「水下遙控載具機師培訓課」
,,,通俗職業未收錄依UCAN對應,水文技術人員,,具備水下聲波傳播、海流觀測與目標搜尋經驗，適合擔任水文技術人員，從事海洋環境觀測、潮汐與海流監測、水下聲學資料分析及水文測繪等相關工作。,,建議參加海洋委員會國家海洋研究院「水下噪音監測員培訓課」或「被動聲學監測員培訓課」
,,,21行銷/企劃/專案,專案管理師,210304,具備任務規劃、資源整合與績效管理等相關實務，熟悉專案治理流程、進度控管與跨部門協調，適合擔任專案管理主管，從事專案規劃、資源配置與進度管控等工作。,,建議取得「國際專案管理師（PMP）證照」
,,,21行銷/企劃/專案,營運管理師/ERP專案師,210302,具備策略規劃與資源整合經驗，熟悉系統導入與跨部門協調，適合擔任營運管理師/ERP專案師，從事營運流程優化/系統導入規劃、跨部門整合等相關工作。,,建議取得經濟部「營運智慧分析師能力鑑定證書」
,,,15物流/運輸/資材,船長／大副,150208,具備部門指揮、系統操作與船員管理等相關實務，熟悉航行安全制度、國際海事規範與船務營運管理，適合擔任船長，從事船舶航行指揮、航行安全管理與船員調度等工作。,應取得交通部航港局核發「船長或大副適任證書」等相關證照,
,,,07工程/研發/生技,自動控制工程師,070217,具備系統操作、設備監控與參數調校等相關實務，熟悉自動控制系統運作原理與參數判讀，適合擔任自動控制工程師，從事控制系統設計、設備調整與運轉監控等工作。,,建議取得經濟部認可之「自動化工程師」證照
,,,通俗職業未收錄依UCAN對應,離岸作業水下支撐結構檢測人員,,具備聲納探測與水下異常判斷能力，適合擔任離岸作業水下支撐結構檢測人員，從事海洋風電基座、管線及平台結構之檢測、維護與風險評估等工作。,,建議參加勞動部離岸風電設備巡檢人才培訓班，並取得國際海事組織認可之BST基本安全訓練證照
水雷反制指導官,AE72,"1.水域風險管理與安全規劃
  1.1分析水域環境風險與潛在影響。
  1.2規劃風險控制與處置流程。
  1.3提升整體水域安全管理能力。
2.設備運作與維護管理
  2.1管理專業設備操作與維護流程。
  2.2確保設備穩定性與可用性。
  2.3提升設備運作效率與可靠性。
3.技術配置與效能優化
  3.1評估設備配置與使用方式。
  3.2提出技術運用優化建議。
  3.3提升整體系統運作效能。",通俗職業未收錄依UCAN對應,水下遙控無人載具作業主管,,具備水下監測、聲納與定位技術，適合擔任至ROV作業主管，從事水下遙控無人載具任務規劃、操作與維護工作。,,建議參加海洋委員會國家海洋研究院「水下遙控載具機師培訓課」
,,,通俗職業未收錄依UCAN對應,水文技術人員,,具備水下聲波傳播、海流觀測與目標搜尋經驗，適合擔任水文技術人員，從事海洋環境觀測、潮汐與海流監測、水下聲學資料分析及水文測繪等相關工作。,,建議參加海洋委員會國家海洋研究院「水下噪音監測員培訓課」或「被動聲學監測員培訓課」
,,,21行銷/企劃/專案,專案管理師,210304,具備任務規劃、資源整合與績效管理等相關實務，熟悉專案治理流程、進度控管與跨部門協調，適合擔任專案管理主管，從事專案規劃、資源配置與進度管控等工作。,,建議取得「國際專案管理師（PMP）證照」
,,,21行銷/企劃/專案,營運管理師/ERP專案師,210302,具備策略規劃與資源整合經驗，熟悉系統導入與跨部門協調，適合擔任營運管理師/ERP專案師，從事營運流程優化/系統導入規劃、跨部門整合等相關工作。,,建議取得經濟部「營運智慧分析師能力鑑定證書」
,,,15物流/運輸/資材,船長／大副,150208,具備部門指揮、系統操作與船員管理等相關實務，熟悉航行安全制度、國際海事規範與船務營運管理，適合擔任船長，從事船舶航行指揮、航行安全管理與船員調度等工作。,應取得交通部航港局核發「船長或大副適任證書」等相關證照,
,,,07工程/研發/生技,自動控制工程師,070217,具備系統操作、設備監控與參數調校等相關實務，熟悉自動控制系統運作原理與參數判讀，適合擔任自動控制工程師，從事控制系統設計、設備調整與運轉監控等工作。,,建議取得經濟部認可之「自動化工程師」證照
,,,通俗職業未收錄依UCAN對應,離岸作業水下支撐結構檢測人員,,具備聲納探測與水下異常判斷能力，適合擔任離岸作業水下支撐結構檢測人員，從事海洋風電基座、管線及平台結構之檢測、維護與風險評估等工作。,,建議參加勞動部離岸風電設備巡檢人才培訓班，並取得國際海事組織認可之BST基本安全訓練證照
雷達情報部隊指揮官,AE91,"1.監測系統與資訊管理
  1.1管理即時監測系統運作流程。
  1.2整合監測資料與資訊流。
  1.3提升資訊即時性與準確性。
2.情境判讀與運作調度
  2.1依環境變化進行資訊判讀與分析。
  2.2管理監控作業流程與調度。
  2.3提升整體反應效率與判讀品質。
3.系統維護與穩定運作
  3.1規劃設備保養與測試流程。
  3.2確保系統穩定與可用性。
  3.3提升整體運作可靠度。",01經營/行政/總務,經營管理主管,010101,具備團隊領導、策略規劃與整體效能提升等相關實務，熟悉組織運作、決策流程與績效管理，適合擔任經營管理主管，從事營運規劃、資源整合與團隊領導等工作。,,
,,,07工程/研發/生技,通訊系統工程師,070109,具備通訊系統整合、作業訊號管制與跨部門協調等相關實務，熟悉通訊系統建置流程、系統操作規範與作業風險管控特性，適合擔任通訊系統工程師，從事通訊系統規劃、系統測試驗證與運作穩定性管理等工作。,,建議取得國家通訊傳播委員會「通信技術(電信線路)技術士證」
,,,07工程/研發/生技,RF通訊工程師,070110,具備射頻通訊設備操作、訊號品質監控與系統干擾判讀等相關實務，熟悉射頻通訊作業流程、設備管制制度與訊號干擾管理特性，適合擔任RF通訊工程師，從事射頻設備測試、訊號品質分析與通訊效能改善等工作。,,建議取得經濟部認證之「天線設計工程師能力鑑定證書」
,,,07工程/研發/生技,電力系統工程師,070119,具備系統運作監控、設備維護管理及跨單位協調等實務經驗，熟悉電力系統運作原理、設備監控機制與異常判斷流程，適合擔任電力系統工程師，從事電力系統運轉監控與設備維護工作。,,建議取得勞動部「工業電子技術士」證
,,,21行銷/企劃/專案,專案管理師,210304,具備任務規劃、資源整合與績效管理等相關實務，熟悉專案治理流程、進度控管與跨部門協調，適合擔任專案管理主管，從事專案規劃、資源配置與進度管控等工作。,,建議取得「國際專案管理師（PMP）證照」
,,,21行銷/企劃/專案,營運管理師/ERP專案師,210302,具備策略規劃與資源整合經驗，熟悉系統導入與跨部門協調，適合擔任營運管理師/ERP專案師，從事營運流程優化/系統導入規劃、跨部門整合等相關工作。,,建議取得經濟部「營運智慧分析師能力鑑定證書」
海岸工作指揮官,DG01,"1.基地／園區營運管理
  1.1規劃並執行大型基地營運流程。
  1.2建立作業制度與標準流程。
  1.3提升整體營運效率與穩定性。
2.設施維運與資源整合
  2.1管理設備維護與資源配置。
  2.2優化資源使用效率。
  2.3確保設施長期穩定運作。
3.安全與人力運作管理
  3.1建立並維持營運安全機制。
  3.2管理人力配置與運作安排。
  3.3提升整體協同與執行效率。",15物流/運輸/資材,交通運輸部門主管,150201,具備大型場域調度、跨單位協調與營運管理等相關實務經驗，熟悉交通運輸制度、營運流程與安全管理特性，適合擔任交通運輸部門主管，從事運輸系統規劃、部門管理與營運風險控管等工作。,,
,,,01經營/行政/總務,行政總務主管,010301,具備大型場域調度、跨單位協調與營運管理等相關實務經驗，熟悉部門行政運作流程，適合擔任行政總務主管，從事行政制度建置與日常庶務管理等工作。,,
,,,15物流/運輸/資材,物流中心經理,150108,具備港口調度、進出港管制與後勤支援統籌等相關實務，熟悉物流運作、進出管制與現場安全管理，適合擔任物流中心經理，從事物流作業調度、場站營運管理與作業安全控管等工作。,,建議取得財政部關務署核發「優質企業供應鏈安全專責人員證書」
,,,21行銷/企劃/專案,專案管理師,210304,具備任務規劃、資源整合與績效管理等相關實務，熟悉專案治理流程、進度控管與跨部門協調，適合擔任專案管理主管，從事專案規劃、資源配置與進度管控等工作。,,建議取得「國際專案管理師（PMP）證照」
,,,21行銷/企劃/專案,營運管理師/ERP專案師,210302,具備策略規劃與資源整合經驗，熟悉系統導入與跨部門協調，適合擔任營運管理師/ERP專案師，從事營運流程優化/系統導入規劃、跨部門整合等相關工作。,,建議取得經濟部「營運智慧分析師能力鑑定證書」
陸戰隊指揮將官,AF00,"1.組織營運與策略執行
  1.1統籌大型組織整體運作與發展方向。
  1.2推動策略落地與執行管理。
  1.3提升整體營運效能與穩定性。
2.資源整合與組織管理
  2.1整合人力、設備與資源配置。
  2.2建立高效運作機制。
  2.3提升組織整體運作效率。
3.即時決策與協同管理
  3.1進行高壓情境下之決策判斷。
  3.2協調跨單位合作與資源運用。
  3.3確保整體運作順暢推進。",01經營/行政/總務,經營管理主管,010101,具備團隊領導、策略規劃與整體效能提升等相關實務，熟悉組織運作制度、決策流程與績效管理特性，適合擔任經營管理主管，從事組織營運規劃、資源配置與管理決策等工作。,,
